Price,Mobile OS,Title,Memory,Carrier,Brand,Condition,Model,Description,,,,,,
550,Android,Samsung Galaxy S8 plus unlocked brand ,,unlocked,Samsung,,Galaxy S8,,,,,,,
200,Android,GSM  Samsung Galaxy S6 White Pearl Mint Condition,,unlocked,Gsm,excellent,Samsung Galaxy,,,,,,,
200,Android,GSM  Samsung Galaxy S6 Mint Condition,,unlocked,Gsm,excellent,Samsung Galaxy,,,,,,,
45,Other,Nextivity CelFi Cell Phone Window Signal Booster,,unlocked,Nextivity,excellent,CelFi Cell,,,,,,,
45,Other,Nextivity CelFi Cell Phone Window Signal Booster,,unlocked,Nextivity,excellent,CelFi Cell,,,,,,,
180,Apple Ios,64GB iPhone 5S Space Grey AT&T Good Condition,64,AT&T,64gb,good,iPhone 5S,,,,,,,
200,Android,GSM  Samsung Galaxy S6 Gold Platinum Mint Condition,,unlocked,Gsm,excellent,Samsung Galaxy,,,,,,,
160,Android,Samsung Galaxy S5 TMobile ( condition),,T-mobile,Samsung,good,Galaxy S5,,,,,,,
100,Apple Ios,trade iphone 7 white 32gb t mobile,32,unlocked,Trade,,iPhone 7,,,,,,,
410,Android,Gorgeous  Condition Blue Xiaomi Mi6,,unlocked,Gorgeous,,Condition Blue,,,,,,,
390,Android,Rare Smartisan M1L (top of the line Android),,unlocked,Rare,,Smartisan M1L,,,,,,,
120,Android,Samsung Galaxy S5 AT& Active ( condition),,unlocked,Samsung,good,Galaxy S5,,,,,,,
140,Apple Ios,iPhone 5S,,unlocked,Apple,good,iPhone 5S,,,,,,,
140,Apple Ios,iPhone 5S,,unlocked,Apple,good,iPhone 5S,,,,,,,
120,Android,Android Revvl smartphone,,unlocked,Android,,Revvl smartphone,,,,,,,
55,Apple Ios,Mophie Battery case for iPhone 6,,AT&T,Mophie,,Battery case,,,,,,,
260,Apple Ios,iPhone 6,,unlocked,Apple,,iPhone 6,,,,,,,
500,Apple Ios,iPhone 6s Plus  Space Gray  128GB,128,unlocked,Apple,like new,A1634,,,,,,,
40,Other,128 GB 256 GB sd card,,unlocked,128,new,GB 256,,,,,,,
49,Other,LG Tone HBS900 Wireless Bluetooth Headphone headset,,unlocked,Lg,new,Tone HBS900,,,,,,,
60,Apple Ios,Verizon Jetpack MiFi 5510L 4G LTE Mobile Hotspot,,Verizon,Verizon,excellent,5510L,,,,,,,
39,Android,Motorola Droid Global Winter White (Verizon) A956 Smartphone,,Verizon,Motorola,like new,Droid 2,,,,,,,
240,Android,"Samsung Galaxy S6, 64GB Sprint/Boost",,Sprint,Samsung,excellent,SM-G920P,,,,,,,
320,Apple Ios,"Iphone 6s 32G rose gold, looks brand  with Mophie case",32,unlocked,Apple,,iPhone 6S,,,,,,,
160,Android,Samsung Galaxy S5 TMobile ( condition),,T-mobile,Samsung,good,Galaxy S5,,,,,,,
350,Apple Ios,iPhone 6 Plus 16GB  Factory ,16,unlocked,Apple,like new,iPhone 6 Plus,,,,,,,
90,Android,In Great Condition LG G3 Clean ESN AT&T,,AT&T,Lg,excellent,G3,,,,,,,
600,Android,Samsung Galaxy S8+ unlocked,,unlocked,Samsung,like new,Galaxy S8+,,,,,,,
125,Apple Ios,iPhone 5s  AT&T  16gb  good condition,16,AT&T,Apple,excellent,iPhone 5S,,,,,,,
150,Apple Ios,"iPhone 5c, 32Gb Factory ",32,unlocked,Apple,excellent,MF134LL/A,,,,,,,
180,Android,"Like  iPhone 5S: 16GB, gold color, unlocked",16,unlocked,Like,like new,iPhone 5S,,,,,,,
180,Android,"Like  iPhone 5S: 16GB, gold color, unlocked",16,unlocked,Like,like new,iPhone 5S,,,,,,,
180,Android,"Like  iPhone 5S: 16GB, gold color, unlocked",16,unlocked,Like,like new,iPhone 5S,,,,,,,
360,Apple Ios,Apple iPhone 6s Plus  16GB   at&t,16,AT&T,At&t,new,iPhone 6S Plus 16GB,,,,,,,
550,Android,Samsung S8+   for International Use,,unlocked,Samsung,new,S8+ for,,,,,,,
290,Apple Ios,Iphone 6 Gold   (16g),16,unlocked,Unlocked,like new,iphone 6 16g.,,,,,,,
400,Apple Ios,Iphone 6S plus at&t  (16g) barley used,16,AT&T,At&t,like new,iPhone 6S Plus 16GB,,,,,,,
290,Apple Ios,Iphone 6 Gold   (16g),16,unlocked,Unlocked,like new,iphone 6 16g.,,,,,,,
350,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,,iPhone 6 Plus,,,,,,,
375,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,,iPhone 6 Plus,,,,,,,
375,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,,iPhone 6 Plus,,,,,,,
375,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,good,iPhone 6 Plus,,,,,,,
275,Apple Ios,Selling iPhone 6 64gb,64,unlocked,Selling,,iPhone 6,,,,,,,
350,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,,iPhone 6 Plus,,,,,,,
375,Apple Ios,IPHONE 6 PLUS GOLD 128GB CLEAN IMEI TMOBILE,128,T-mobile,Apple,good,iPhone 6 Plus,,,,,,,
235,Apple Ios,Apple iPhone 6. Charger & Case Included,,unlocked,Apple,excellent,iPhone 6,,,,,,,
275,Apple Ios,Selling white iPhone 6 (64gb),64,unlocked,Selling,,white iPhone,,,,,,,
370,Other,"Samsung Note 5 32GB for TMobile( MetroPCS, Lyca)",32,T-mobile,Samsung,new,Note 5,,,,,,,
59,Apple Ios,iPhone 4S 16GB Black,16,unlocked,Apple,good,4S 16GB,,,,,,,
500,Apple Ios,iPhone 6s Plus 64 GB Space Grey ,,unlocked,Apple,excellent,iPhone 6s Plus,,,,,,,
280,Apple Ios,Apple Watch Gold color series  GPS Apple warranty until April 2018,,unlocked,Apple,,Watch Gold,,,,,,,
119,Apple Ios,Like  Iphone 5 16GB unlocked with full box,16,unlocked,Apple,like new,Iphone 5,,,,,,,
30,Android,galaxy prescedent smart phone,,unlocked,Samsung,new,prescedent smart,,,,,,,
350,Android,*NEGOTIABLE*  Samsung Galaxy S7,,unlocked,Samsung,excellent,Samsung Galaxy,,,,,,,
900,Apple Ios,Cash 4 iphone 7 7 pro 7+,,unlocked,Cash,,iPhone 4,,,,,,,
330,Apple Ios,16GB Iphone 6 PLUS Factory  Space Grey * close to perfect *,16,unlocked,Apple,excellent,iPhone 6,,,,,,,
150,Other,FitBit Blaze  Device Electronic. Fitness Smart Watch,,unlocked,Fitbit,new,Blaze Device,,,,,,,
350,Apple Ios,iPhone 6S 64Gb Att,64,AT&T,Apple,like new,iPhone 6S 64GB,,,,,,,
900,Apple Ios,Cash 4 iphone 7 7 pro 7+,,unlocked,Cash,,iPhone 4,,,,,,,
125,Android,"GENUINE 5.7"" SAMSUNG GALAXY NOTE 3 N900P 32GB SPRINT | UNLOCKED",32,Sprint,Samsung,,Note 3,,,,,,,
45,Apple Ios,Unlock Jailbreak iPhone Service,,unlocked,Unlock,,Jailbreak iPhone,,,,,,,
45,Apple Ios,iPHONE UNLOCK SERVICE,,unlocked,Apple,,UNLOCK SERVICE,,,,,,,
900,Apple Ios,Cash 4 iphone 7 7 pro 7+,,unlocked,Cash,,iPhone 4,,,,,,,
700,Apple Ios,xX Like New Galaxy S8+ **** Trade for Iphone 7 Plus,,unlocked,Xx,,Like New,,,,,,,
45,Apple Ios,iPhone LCD Glass Screen Battery Charging Port Speaker Camera Repair,,AT&T,Apple,new,LCD Glass,,,,,,,
700,Apple Ios,xX Like New Galaxy S8+ **** Trade for Iphone 7 Plus,,unlocked,Xx,,Like New,,,,,,,
900,Apple Ios,Cash 4 iphone 7 7 pro 7+,,unlocked,Cash,,iPhone 4,,,,,,,
900,Apple Ios,Cash 4 iphone 7 7 pro 7+,,unlocked,Cash,,iPhone 4,,,,,,,
200,Apple Ios,Apple Watch series 1,,unlocked,Apple,,Watch series,,,,,,,
50,Apple Ios,Verizon or Page plus pageplus iPhone 4 32gb black like brand ,32,Verizon,Verizon,,or Page,,,,,,,
650,Apple Ios, Apple iPhone 7 plus 128gb red edition unlocked to any carrier MPQX2LL/,128,unlocked,Apple,,iPhone 7,,,,,,,
99,Android,LG Phoenix  AT&T GoPhone UNLOCK,,AT&T,Lg,,Phoenix AT&T,,,,,,,
365,Apple Ios,IPHONE 6S 64 GB SILVER AT&T,,AT&T,Apple,good,iPhone 6S,,,,,,,
60,Apple Ios,iPhone 6,,unlocked,Apple,fair,iPhone 6,,,,,,,
365,Apple Ios,iPhone 6s 64gb Rosegold! For AT&T,64,AT&T,Apple,good,iPhone 6S,,,,,,,
350,Apple Ios,iPhone 6s Plus,,unlocked,Apple,,iPhone 6s Plus,,,,,,,
365,Apple Ios,iPhone 6S 64Gb Att,64,AT&T,Apple,like new,iPhone 6S,,,,,,,
300,Other,Phone needed ( Samsung Note 5 or ),,unlocked,Phone,,needed (,,,,,,,
95,Android,Samsung Galaxy Express 3 AT&T GOPHONE,,AT&T,Samsung,,Galaxy Express,,,,,,,
95,Android,Samsung Galaxy Express 3 AT&T GOPHONE,,AT&T,Samsung,,Galaxy Express,,,,,,,
200,Apple Ios,iPhone 6S,,unlocked,Apple,new,iPhone 6S,,,,,,,
640,Android,Samsung Galaxy S8 New In Box Never Used Fully Paid Off TMobile,,T-mobile,Samsung,new,S8,,,,,,,
31,Apple Ios,iPhone 4s att 16gb,16,AT&T,Apple,fair,4S AT&T,,,,,,,
365,Apple Ios,IPHONE 6S 64 GB SILVER AT&T,,AT&T,Apple,good,iPhone 6S,,,,,,,
380,Android,LG V20 H918TN TMobile ,,T-mobile,Lg,like new,V20,,,,,,,
349,Windows Mobile,HP elite x3 smart phone 1 year warranty,,unlocked,Hp,new,elite x3,,,,,,,
135,Android,Samsung Galaxy S III •À_•À_•À_ 16 GB  White•À_•À_•À_ •À_•À_•À_  •À_•À_•À_ GSM,,unlocked,Samsung,,Galaxy S,,,,,,,
260,Apple Ios,Iphone SE Rose Gold Unlock,,unlocked,Apple,good,SE,,,,,,,
500,Apple Ios,NEW iPhone 7 + tmobile 32gb matte black,32,AT&T,New,,iPhone 7,,,,,,,
90,Apple Ios,Verizon iPhone 5c,,Verizon,Verizon,excellent,iPhone 5c,,,,,,,
675,Apple Ios,iPhone 7 Plus 128GB in Matte Black  With AppleCare until Oct 2018!,128,AT&T,Apple,excellent,iPhone 7 Plus,,,,,,,
650,Apple Ios,  Apple iPhone 7 128gb Rose Gold,128,unlocked,Apple,new,iPhone 7,,,,,,,
425,Android, Samsung Galaxy S7 edge Black ,,unlocked,Samsung,,Galaxy S7,,,,,,,
230,Android,Samsung galaxy s6 64GBEdge 230.00,64,unlocked,Samsung,like new,S6 edge,,,,,,,
390,Apple Ios,"New Apple iPhone 6S Space Gray 64GB Verizon, Mint, Applecare+",64,Verizon,Apple,new,iPhone 6S,,,,,,,
70,Android,Sprint Samsung Galaxy S3,,Sprint,Samsung,like new,Galaxy S3,,,,,,,
40,Android,"Samsung Galaxy Exhibit 4G (TMobile), t679",,T-mobile,Samsung,,Galaxy Exhibit,,,,,,,
290,Apple Ios,iPhone 6 Plus Tmobile ,16,T-mobile,Apple,excellent,iphone 6 plus 16gig,,,,,,,
365,Apple Ios,IPHONE 6S 64 GB SILVER AT&T,,AT&T,Apple,good,iPhone 6S,,,,,,,
100,Apple Ios,Ipad Mini 16GB,16,unlocked,Apple,good,iPad Mini,,,,,,,
120,Apple Ios,brand  beats solo 3 powerbeats3,,unlocked,Brand,,beats solo,,,,,,,
100,Android,Samsung Galaxy ON5,,unlocked,Samsung,,Galaxy ON5,,,,,,,
50,Apple Ios,iPhone 5S,,unlocked,Apple,,iPhone 5S,,,,,,,
40,Other,HYPERGEAR WIRELESS SPEAKER,,unlocked,Hypergear,new,Sound Tower Wireless Speaker,,,,,,,
580,Android, Google Pixel XL 128GB Very Silver  Smartphone,128,unlocked,Google,new,Pixel XL,,,,,,,
80,Android,huawei ascend xt 16GB,16,unlocked,Huawei,,ascend xt,,,,,,,
290,Android,S7 edge gold Tmobile,,T-mobile,S7,excellent,edge gold,,,,,,,
300,Apple Ios,IPHONE 6S 128 BLACK,,unlocked,Apple,excellent,IPHONE 6S 128,,,,,,,
700,Apple Ios, iPhone 7 Plus 256gb Factory  Gold,256,unlocked,Apple,,7 Plus,,,,,,,
375,Apple Ios,"iPhone SE   64GB, Space Gray + Case  Mint",64,unlocked,Apple,like new,iPhone SE,,,,,,,
300,Apple Ios,Apple Watch Stainless Steel 38mm Stainless Steel Band,,unlocked,Apple,,Apple Watch Stainless Steel 42m,,,,,,,
350,Android,OnePlus 3T,,unlocked,Oneplus,like new,3T,,,,,,,
580,Android,New Samsung Galaxy S8 Plus + Midnight Black 64GB UNLOCKED,64,unlocked,Samsung,new,G955U GS8+,,,,,,,
130,Android,Samsung Galaxy S5,,unlocked,Samsung,like new,Galaxy S5,,,,,,,
640,Apple Ios,iPhone 7 Plus 128gb Factory  Rose Gold,128,unlocked,Apple,,7 Plus,,,,,,,
150,Apple Ios,Simple Mobile IPhone se,,unlocked,Simple,,Mobile IPhone,,,,,,,
130,Android,MOTOROLA DROID TURBO,,unlocked,Motorola,like new,DROID TURBO,,,,,,,
460,Apple Ios, iPhone 6s Plus 128gb Space Grey,128,unlocked,Apple,excellent,iPhone 6S,,,,,,,
85,Android,MOTOROLA DROID MAXX 2,,unlocked,Motorola,like new,maxx 2,,,,,,,
35,Android,motorola Moto G4 Play,,unlocked,Motorola,like new,G4play,,,,,,,
50,Android,Motorola Droid Mini,,unlocked,Motorola,like new,droid mini,,,,,,,
300,Android,Galaxy S7 Factory ,,unlocked,Galaxy,good,S7 Factory,,,,,,,
160,Android,Samsung Galaxy S5 TMobile ( condition),,T-mobile,Samsung,good,Galaxy S5,,,,,,,
160,Android,Samsung Galaxy S5 TMobile ( condition),,T-mobile,Samsung,good,Galaxy S5,,,,,,,
400,Android,Samsung S8,,unlocked,Samsung,,Samsung S8,,,,,,,
100,Android,OnePlus One 64GB    Like New!,64,unlocked,Oneplus,,One,,,,,,,
500,Apple Ios,iPhone 7 128GB  ANY CARRIER,128,unlocked,Apple,like new,iPhone 7,,,,,,,
475,Apple Ios,iPhone 7 128GB  WITH WARRANTY,128,unlocked,Apple,like new,iPhone 7,,,,,,,
475,Apple Ios,iPhone 7 128GB  WITH WARRANTY,128,unlocked,Apple,like new,iPhone 7,,,,,,,
475,Apple Ios,iPhone 7 128GB  WITH WARRANTY,128,unlocked,Apple,like new,iPhone 7,,,,,,,
475,Apple Ios,iPhone 7 128GB  WITH WARRANTY,128,unlocked,Apple,like new,iPhone 7,,,,,,,
450,Apple Ios,Apple iPhone 7 32gb,32,unlocked,Apple,like new,iPhone 7,,,,,,,
450,Apple Ios,Apple iPhone 7 32gb,32,unlocked,Apple,like new,iPhone 7,,,,,,,
600,Android,Google Pixel Phone 128gb (Black),128,unlocked,Google,new,Pixel Phone,,,,,,,
600,Android,Google Pixel Phone 128gb (Black),128,unlocked,Google,new,Pixel Phone,,,,,,,
600,Android,Google Pixel Phone 128gb (Black),128,unlocked,Google,new,Pixel Phone,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
150,Apple Ios,iPhone 6 Plus,,unlocked,Apple,,iPhone 6 Plus,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
30,Apple Ios,iPhone battery replacement $30,,AT&T,Apple,new,battery replacement,,,,,,,
600,Apple Ios, iPhone 6s plus unlocked 128GB,128,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
30,Apple Ios,iPhone battery replacement $30,,AT&T,Apple,new,battery replacement,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
35,Apple Ios,iPhone charging port replacement $35,,unlocked,Apple,new,charging port,,,,,,,
59,Apple Ios,iPhone 6s Plus screen replacement $59,,unlocked,Apple,new,iPhone 6s Plus,,,,,,,
60,Android,Verizon 4G Samsung Galaxy Stellar (32GB),,Verizon,Samsung,excellent,Verizon 4 G,,,,,,,
220,Android,Samsung Galaxy Note Edge  Verizon,,Verizon,Samsung,fair,Galaxy Note,,,,,,,
45,Apple Ios,iPhone 4S  (AT&T) 64GB,64,AT&T,Apple,like new,iPhone 4S,,,,,,,
998,Android,tmobile or at&mt iphone 7 and verizon iphone 7 plus 256gb all storage,256,T-mobile,Tmobile,,or at&mt,,,,,,,
200,Apple Ios,iPhone 5S,,unlocked,Apple,good,iPhone 5S,,,,,,,
200,Apple Ios,iPhone 5S,,unlocked,Apple,good,iPhone 5S,,,,,,,
650,Apple Ios,NEW iPhone 7 Plus 128 GB Jet Black ,,unlocked,New,,iPhone 7,,,,,,,
50,Android,New Samsung galaxy on5 for TMobile,,T-mobile,Samsung,new,Samsung galaxy on5,,,,,,,
998,Android,tmobile or at&mt iphone 7 and verizon iphone 7 plus 256gb all storage,256,T-mobile,Tmobile,,or at&mt,,,,,,,
199,Android,Samsung galaxy S6 in perfect condition  32GB AT &T,32,unlocked,Samsung,,Galaxy S6,,,,,,,
998,Android,tmobile or at&mt iphone 7 and verizon iphone 7 plus 256gb all storage,256,T-mobile,Tmobile,,or at&mt,,,,,,,
45,Android,LG/AT&T Smart Phone,,AT&T,Lg,new,Smart Phone,,,,,,,
175,Apple Ios,iPhone 5S 32gb ATT unlocked,32,AT&T,Apple,excellent,5S 32gb,,,,,,,
49,Android,LG/AT&T Smart Phone,,AT&T,Lg,new,Smart Phone,,,,,,,
300,Android,*DEAL* Verizon Samsung Galaxy S7 Edge 32GB (LIKE NEW) + RETAIL BOX,32,Verizon,Samsung,like new,Galaxy S7 Edge,,,,,,,
500,Android,Samsung Galaxy S7 Metro PCS 32GB,32,unlocked,Samsung,like new,Galaxy S7,,,,,,,
65,Apple Ios,Ollo Clip iPhone Lens Set  sets,,unlocked,Ollo,like new,iPhone,,,,,,,
65,Apple Ios,Ollo Clip iPhone Lens Set  sets,,unlocked,Ollo,like new,iPhone,,,,,,,
35,Apple Ios,Multi Device Phone Charger,,unlocked,Hypergear,new,Device Phone,,,,,,,
150,Apple Ios,Piquadro  iPhone 6+ Side Flap Leather Case,,unlocked,Piquadro,new,iPhone 6+,,,,,,,
55,Apple Ios,Apple iPhone 4S 8GB White Factory  GSM,8,unlocked,Apple,,iPhone 4S,,,,,,,
300,Apple Ios,iPhone 6S 128gb factory  any carrier great condition must see,128,unlocked,Apple,,6S 128gb,,,,,,,
50,Apple Ios,Tmobile imei repair and blacklist removal,,T-mobile,Tmobile,,imei repair,,,,,,,
50,Apple Ios,Tmobile imei repair and blacklist removal,,T-mobile,Tmobile,,imei repair,,,,,,,
500,Android,Like New Samsung Galaxy S8+,,unlocked,Samsung,like new,GS8+,,,,,,,
230,Android,DOOGEE MIX as seen in our YouTube review!,,unlocked,Doogee,new,MIX as,,,,,,,
140,Android,Moto G (4th Generation)  Black  3GB  ,,unlocked,Moto,excellent,G (4th,,,,,,,
860,Android,New Samsung Galaxy Note 8  Black 64GB SPen Dual Camera,64,unlocked,Samsung,new,Note 8,,,,,,,
500,Android,Samsung Galaxy S8 Plus,,unlocked,Samsung,,Galaxy,,,,,,,
550,Apple Ios,iPhone 7 Plus,,unlocked,Apple,like new,iPhone 7 Plus,,,,,,,
320,Apple Ios,iPhone 6 16GB in original box and reciept,16,unlocked,Apple,excellent,iPhone 6,,,,,,,
160,Android,Verizon LG Stylo 2,,Verizon,Verizon,good,LG Stylo,,,,,,,
75,Apple Ios,IPhone 6 Plus 128 GB AsIs,,unlocked,Apple,,iPhone 6 Plus,,,,,,,
575,Apple Ios,Matte black 3gig iPhone 7 IMEI & iCLOUD CLEAN & UNLOCKED for all GSM,,AT&T,Apple,like new,iPhone 7 32 gig,,,,,,,
190,Android,Samsung Galaxy Note 4  Verizon,,Verizon,Samsung,like new,Galaxy Note 4,,,,,,,
250,Apple Ios,apple watch 1st gen stainless steel 42mm,,unlocked,Apple,excellent,watch 1st,,,,,,,
40,Android,Microsoft att 640 lumia,,AT&T,Microsoft,good,att 640,,,,,,,
250,Android,Samsung Galaxy Note 4 w/Otter Box Case (Sprint),,Sprint,Samsung,like new,Galaxy Note 4,,,,,,,
500,Android,* USED * AT&T Samsung Galaxy S7 Edge (SMG35A) for Sale,,AT&T,Samsung,like new,S7 Edge,,,,,,,
250,Android,Samsung Galaxy Note 4 (Sprint),,Sprint,Samsung,like new,Galaxy Note 4,,,,,,,
100,Android,Samsung Galaxy S3,,unlocked,Samsung,like new,Galaxy S3,,,,,,,
160,Android,Verizon LG Stylo V,,Verizon,Verizon,good,VS835,,,,,,,
100,Apple Ios,YOUR IPAD IPOD TOUCH PC MODDED/CUSTOMIZED/LOADED,,unlocked,Android,,iOS 8.4,,,,,,,
40,Apple Ios,Iphone 5 White 16gb iCloud Locked,16,unlocked,Apple,,5 White,,,,,,,
40,Apple Ios,Iphone 5 White 16gb iCloud Locked,16,unlocked,Apple,,5 White,,,,,,,
200,Android, Samsung Galaxy Note edge,,unlocked,Samsung,,Galaxy Note,,,,,,,
550,Apple Ios,iPhone 7 Plus 128 GB black,,unlocked,Apple,,7 Plus,,,,,,,
185,Android,"Axon 7 5.inch, sim card slots GSM ",,unlocked,Axon,excellent,"7 5.inch,",,,,,,,
30,Other,"Mophie Juice Pack Air, iPhone 7 (Rose Gold)   Condition",,unlocked,Mophie,,Juice Pack,,,,,,,
185,Apple Ios, iPhone 5s 16Gb white/gold fully working,16,unlocked,Apple,good,Iphone 5S 16GB,,,,,,,
65,Apple Ios, iPhone 3Gs 8Gb w/USB cable (no charger block) fully working,,unlocked,Apple,good,3Gs 8Gb,,,,,,,
35,Android,HTC DESIRE 520 brand ,,unlocked,Htc,,DESIRE 520,,,,,,,
500,Apple Ios,Selling TMobile 32GB iPhone 7 Plus,32,T-mobile,Apple,excellent,iPhone 7 Plus,,,,,,,
350,Apple Ios, iPhone 6 Plus 16Gb silver fully working,16,unlocked,Apple,good,iPhone 6 Plus,,,,,,,
300,Android,"Samsung Galaxy S7 32GB (Gold), Like New, ",32,unlocked,Samsung,,Galaxy S7,,,,,,,
330,Android,Samsung Galaxy S7 edge TMobile unlocked silver mint,,T-mobile,Samsung,like new,Galaxy S7 Edge,,,,,,,
500,Other,Gray Samsung S8 64GB,64,unlocked,Gray,,Samsung S8,,,,,,,
500,Other,Gray Samsung S8 64GB,64,unlocked,Gray,,Samsung S8,,,,,,,
500,Other,Gray Samsung S8 64GB,64,unlocked,Gray,,Samsung S8,,,,,,,
260,Apple Ios,Apple iPhone 6 16gb ,16,unlocked,Apple,like new,iPhone 6,,,,,,,
450,Apple Ios,Apple iPhone 7 32gb,32,unlocked,Apple,excellent,iPhone 7,,,,,,,
450,Apple Ios,Apple iPhone 7 32gb,32,unlocked,Apple,excellent,iPhone 7,,,,,,,
450,Apple Ios,Apple iPhone 7 32gb,32,unlocked,Apple,excellent,iPhone 7,,,,,,,
260,Apple Ios,Apple iPhone 6 16gb ,16,unlocked,Apple,like new,iPhone 6,,,,,,,
260,Android,Apple iPhone 6 16gb   $260,16,unlocked,Apple,,iPhone 6,,,,,,,
45,Android,Battery and Charging Kit and case for LG G5,,AT&T,Lg,like new,and Charging,,,,,,,
650,Apple Ios,"iphone 7 plus 256 GB, ATT Black",,AT&T,Apple,new,7plus,,,,,,,
80,Apple Ios,iPhone 4s unlocked white,,unlocked,Apple,,4s unlocked,,,,,,,
600,Apple Ios,iPhone 6splus rose gold 1 year service,,unlocked,Apple,,6splus rose,,,,,,,
60,Android,SAMSUNG GEAR VR,,unlocked,Samsung,like new,GEAR VR,,,,,,,
60,Other,Pre Paid Sim Card,,unlocked,Pre,new,Paid Sim,,,,,,,
220,Android,Samsung Galaxy S7 edge Verizon unlocked gold,,Verizon,Samsung,excellent,Galaxy S7 Edge,,,,,,,
220,Android,Samsung Galaxy S7 edge Verizon unlocked gold,,Verizon,Samsung,excellent,Galaxy S7 Edge,,,,,,,
70,Android,VERIZON MOTOROLA DROID XCLEAN ESN,,Verizon,Verizon,,MOTOROLA DROID,,,,,,,
155,Blackberry,VERIZON BLACKBERRY CLASSIC Q20  CLEAN ESN,,Verizon,Verizon,excellent,Jazmin Talamantes,,,,,,,
125,Blackberry,Verizon BLACKBERRY Z10  CLEAN ESN,,Verizon,Verizon,like new,BLACKBERRY Z10,,,,,,,
80,Windows Mobile,VERIZON LG LANCET CLEAN ESN READY TO ACTIVATE,,Verizon,Verizon,excellent,LG LANCET,,,,,,,
120,Android,SPRINT GALAXY S3 CLEAN ESN,,Sprint,Sprint,excellent,Galaxy S3,,,,,,,
80,Windows Mobile,AT&T HTC WINDOWS 8X CLEAN ESN,,AT&T,At&t,new,HTC WINDOWS,,,,,,,
80,Android,SPRINT HTC EVO 4G CLEAN ESN,,Sprint,Sprint,like new,HTC EVO,,,,,,,
70,Blackberry,AT&T BLACKBERRY 9700  CLEAN ESN,,AT&T,At&t,excellent,BLACKBERRY 9700,,,,,,,
130,Blackberry,AT&T BLACKBERRY 9900 CLEAN ESN,,AT&T,At&t,new,BLACKBERRY 9900,,,,,,,
75,Blackberry,VERIZON BLACKBERRY 9930  CLEAN ESN,,Verizon,Verizon,,Jazmin Talamantes,,,,,,,
120,Android,Verizon LG G3 CLEAN ESN,,Verizon,Verizon,like new,Jazmin Talamantes,,,,,,,
75,Blackberry,TMOBILE BLACKBERRY 9780  CLEAN ESN,,T-mobile,Tmobile,,BLACKBERRY 9780,,,,,,,
85,Android,SPRINT HTC EVO 4G LTE CLEAN ESN,,Sprint,Sprint,excellent,HTC EVO,,,,,,,
70,Android,VERIZON MOTOROLA DROID 4 CLEAN ESN,,Verizon,Verizon,like new,MOTOROLA DROID,,,,,,,
80,Blackberry,AT&T BLACKBERRY TORCH 9810 CLEAN ESN,,AT&T,At&t,like new,BLACKBERRY TORCH,,,,,,,
100,Android,Verizon Samsung Galaxy S4 CLEAN ESN,,Verizon,Verizon,like new,Jazmin Talamantes,,,,,,,
100,Apple Ios,iPhone 6 (LOCKED) GOLD 16GB  condition,16,unlocked,Apple,,6 (LOCKED),,,,,,,
100,Apple Ios,iPhone 6 (LOCKED) GOLD 16GB  condition,16,unlocked,Apple,,6 (LOCKED),,,,,,,
200,Android,Samsung Galaxy S6 32GB Straight Talk 4G LTE Smart Phone ,32,unlocked,Straight,new,Samsung Galaxy S6,,,,,,,
60,Android,Samsung Galaxy S Blaze,,unlocked,Samsung,good,Galaxy S,,,,,,,
60,Android,HTC EVO 4G GOOD CONDUCTION,,unlocked,Htc,good,EVO 4G,,,,,,,
60,Android,Samsung Galaxy S Blaze,,unlocked,Samsung,good,Galaxy S,,,,,,,
650,Android,Note 8 ,,unlocked,Samsung,like new,Note 8,,,,,,,
